term,n,y0,peak_year,peak_share_pct,prevalence_2021_2025_pct,docs_total,kandydaci_na_poprzednika,tytuly_okolo_y0,tytuly_2023_2025,autor_top_pct,autor_eff_n,kraj_top,kraj_top_pct,kraj_eff_n,kraj_brak_pct,czasopismo_top_nlm,czasopismo_top_pct,czasopismo_eff_n,nachylenie_log,czas_podwojenia_lat,trwalosc_2025_do_szczytu,prac_w_oknie,kategoria,poprzednik,uwagi
anterolateral ligament,2,2016,2025,0.268,0.197,292,"ligament of the (lift 120.7, wsp. 14); ligament of (lift 96.3, wsp. 14); restraint (lift 83.3, wsp. 6); sectioned (lift 60.7, wsp. 6); 6 degree (lift 40.9, wsp. 6)","[2015] Outcome of a Combined Anterior Cruciate Ligament and Anterolateral Ligament Reconstruction Technique With a Minimum 2-Year Follow-up. | [2015] Arthroscopic arthritis options are on the horizon. | [2015] A review of ligament augmentation with the InternalBrace™: the surgical principle is described for the lateral ankle ligament and ACL repair in particular, and a comprehensive review of other surgical applications and techniques is presented.","[2023] Editorial Commentary: Autograft, Early Surgery, 2-Stage Surgery for 1 cm of Tunnel Widening or Greater, and Anterolateral Ligament Reconstruction or Lateral Extra-articular Tenodesis May Improve Outcomes of Anterior Cruciate Ligament Revision Surgery. | [2023] Editorial Commentary: During Anterior Cruciate Ligament Reconstruction, Lateral Extra-Articular Procedures Have Risks and Should be Reserved for Proper Indications: Do Not LET ALL Revision Anterior Cruciate Ligament Reconstructions Be the Same. | [2023] Failure Rates of Repaired Bucket-Handle Tears of the Medial Meniscus Concomita",2.9,190.3,USA,21.4,9.8,16.4,8506498,27.5,8.0,0.029,23.9,1.0,280,,,
joint infection a,3,2018,2023,0.301,0.197,276,"d bridement (lift 24.0, wsp. 4); a painful (lift 19.2, wsp. 4); cultured (lift 15.7, wsp. 4); painful (lift 8.1, wsp. 9); acetabular component (lift 5.3, wsp. 4)",[2017] How Reliable Is the Alpha-defensin Immunoassay Test for Diagnosing Periprosthetic Joint Infection? A Prospective Study. | [2017] Use of Intra-Articular Amphotericin B in the Treatment of Candida parasilosis and albicans in Prosthetic Joint Infections (PJI): A Novel Approach to this Difficult Problem. | [2017] False-positive Cultures After Native Knee Aspiration: True or False.,[2023] Globulin and Albumin/Globulin Ratios as Potential Biomarkers for the Diagnosis of Acute and Chronic Peri-Prosthetic Joint Infections: A Retrospective Study. | [2023] [The short-term outcomes of non-contact low frequency ultrasonic debridement in treating periprosthetic joint infections:a prospective single-arm clinical study]. | [2023] Poor outcome after debridement and implant retention for acute hematogenous periprosthetic joint infection: a cohort study of 43 patients.,1.8,199.7,USA,22.0,9.0,8.1,8703515,19.7,17.9,0.087,8.0,0.67,223,,,
endoscopic transforaminal,2,2019,2024,0.236,0.196,238,"transverse process (lift 33.5, wsp. 4); herniated (lift 19.6, wsp. 5); preliminary result (lift 13.1, wsp. 4); the clinical result (lift 9.0, wsp. 5); two case (lift 5.8, wsp. 5)","[2018] Comparison of percutaneous endoscopic transforaminal discectomy, microendoscopic discectomy, and microdiscectomy for symptomatic lumbar disc herniation: minimum 2-year follow-up results. | [2018] [Comparison of percutaneous endoscopic lumbar discectomy versus transforaminal lumbar interbody fusion in treating upper lumbar disc herniation]. | [2018] Suprapedicular Circumferential Opening Technique of Percutaneous Endoscopic Transforaminal Lumbar Discectomy for High Grade Inferiorly Migrated Lumbar Disc Herniation.",[2023] [Treatment of degenerative lumbar lateral recess stenosis with full endoscopic lamina fenestration discectomy]. | [2023] [Comparison of clinical efficacy between percutaneous endoscopic transforaminal discectomy and coblation nucleoplasty in the treatment of inclusive lumbar disc herniation]. | [2023] Comparison of Endoscopic and Minimally Invasive Transforaminal Lumbar Interbody Fusion for Lumbar Degenerative Diseases: A Meta-analysis.,2.0,179.5,China,73.8,1.8,6.6,101528275,13.3,21.1,0.1,7.0,0.54,196,,,
reported outcome following,3,2021,2024,0.263,0.193,230,"summary of background (lift 6.2, wsp. 11); of background data (lift 5.7, wsp. 10)",[2020] The Effects of Marijuana Use on Lumbar Spinal Fusion. | [2020] Preoperative Mental Health Component Scoring Is Related to Patient Reported Outcomes Following Lumbar Fusion. | [2020] MIS Distal Metatarsal Metaphyseal Osteotomy in the treatment of metatarsalgia: MOXFQ patient reported outcomes.,[2023] Patient-Reported Outcomes Following Anterior and Posterior Surgical Approaches for Multilevel Cervical Myelopathy. | [2023] Re-revision Knee Arthroplasty in a Tertiary Center: Infection and Multiple Previous Surgeries Were Associated With Poor Early Clinical and Functional Outcomes. | [2023] Clinical and Patient reported outcomes following open reduction and internal fixation for distal tibial intra-articular fractures.,1.4,134.4,USA,52.8,3.2,10.6,8703515,12.7,20.7,0.258,2.7,0.81,142,,,
posterior root,2,2018,2020,0.226,0.19,282,"attachment of the (lift 55.0, wsp. 5); the tibial tunnel (lift 52.7, wsp. 6); mean lysholm score (lift 44.0, wsp. 4); mean lysholm (lift 41.1, wsp. 5); tear of (lift 40.5, wsp. 15)",[2017] A new aiming guide can create the tibial tunnel at favorable position in transtibial pullout repair for the medial meniscus posterior root tear. | [2017] Partial meniscectomy provides no benefit for symptomatic degenerative medial meniscus posterior root tears. | [2017] Large meniscus extrusion ratio is a poor prognostic factor of conservative treatment for medial meniscus posterior root tear.,"[2023] Editorial Commentary: Early Anterior Cruciate Ligament Reconstruction Decreases the Risk of Developing Irreparable Meniscus Tears in Female Athletes. | [2023] Younger patients, lower BMI, complete meniscus root healing, lower HKA degree and shorter preoperative symptom duration were the independent risk factors correlated with the good correction of MME in patients with repaired MMPRTs. | [2023] Combined Repair of Medial Meniscal Ramp Lesions and Posterior Root Tears of the Lateral Meniscus During Anterior Cruciate Ligament Reconstruction: A Case Report.",3.2,123.8,Japan,31.2,5.7,7.7,9314730,21.6,11.6,0.324,2.1,0.86,222,,,
arthroplasty a meta,3,2013,2019,0.413,0.189,504,"xa (lift 24.5, wsp. 4); evidence therapeutic study (lift 18.4, wsp. 4); computer navigation (lift 11.1, wsp. 4); resurfacing (lift 4.4, wsp. 6)",[2012] Motion analysis of single-level cervical total disc arthroplasty: a meta-analysis. | [2012] Effectiveness and safety of tranexamic acid in reducing blood loss in total knee arthroplasty: a meta-analysis. | [2012] Minimally invasive surgical approaches and traditional total hip arthroplasty: a meta-analysis of radiological and complications outcomes.,[2023] 30-day to 10-year mortality rates following total hip arthroplasty: a meta-analysis of the last decade (2011-2021). | [2023] Opioid consumption and non-opioid multimodal analgesic treatment in pain management trials after hip and knee arthroplasties: A meta-epidemiological study. | [2023] Effect of duloxetine on pain relief after total knee arthroplasty: A meta-analysis of randomized controlled trials.,1.5,346.7,China,69.9,2.0,7.8,2985248R,14.5,15.6,0.103,6.7,0.37,461,,,
bundled,1,2015,2019,0.497,0.182,483,,[2014] Bundled payments in total joint arthroplasty: targeting opportunities for quality improvement and cost reduction. | [2014] Bundled payments in orthopaedics. | [2014] The effect of severity of disease on cost burden of 30-day readmissions following total joint arthroplasty (TJA).,[2023] The impact of dehydration on short-term postoperative complications in total knee arthroplasty. | [2023] Effects of Patient Comorbidities and Demographics on Episode-of-Care Costs Following Total Shoulder Arthroplasty. | [2023] Total knee arthroplasty in the outpatient vs inpatient settings: impact of site of care on early postoperative economic and clinical outcomes.,2.4,320.5,USA,89.6,1.2,21.2,8703515,30.0,9.6,0.217,3.2,0.23,462,,,
femoral neck system,3,2022,2024,0.277,0.182,135,"shortening of (lift 42.1, wsp. 9); shortening of the (lift 34.5, wsp. 5); cancellous (lift 14.9, wsp. 11)",[2021] [Short-term effectiveness of femoral neck system in the treatment of femoral neck fracture]. | [2021] A comparison between the femoral neck system and other implants for elderly patients with femoral neck fracture: A preliminary report of a newly developed implant. | [2021] Clinical outcome of femoral neck system versus cannulated compression screws for fixation of femoral neck fracture in younger patients.,[2023] Survivability of the Femoral Neck System for the treatment of femoral neck fractures in adults. | [2023] Femoral neck fractures in non-geriatric patients: femoral neck system versus cannulated cancellous screw. | [2023] Biomechanical Comparison of Intramedullary Versus Extramedullary Implants for Fixation of Simple Pertrochanteric Fractures.,3.3,97.3,China,66.7,2.2,5.0,100968565,21.7,13.2,0.428,1.6,0.77,120,,,
fusion surgery a,3,2020,2024,0.256,0.181,226,"infusion (lift 15.5, wsp. 5); guideline for (lift 7.9, wsp. 4); of background data (lift 7.8, wsp. 12); summary of background (lift 7.7, wsp. 12); a patient with (lift 5.0, wsp. 4)","[2019] Dexmedetomidine-Induced Massive Diuresis in a Patient Undergoing Spinal Fusion Surgery: A Case Report and Synthesis of the Literature. | [2019] Letter to the Editor Regarding ""The Efficacy of Tranexamic Acid on Blood Loss of Lumbar Spinal Fusion Surgery: A Meta-Analysis of Randomized Controlled Trials"". | [2019] Evaluation of an increased strut porosity silicate-substituted calcium phosphate, SiCaP EP, as a synthetic bone graft substitute in spinal fusion surgery: a prospective, open-label study.","[2023] Effect of Topical Administration of Tranexamic Acid on Intraoperative and Postoperative Blood Loss during Posterior Cervical Laminectomy and Fusion Surgery: A Retrospective Study. | [2023] Biomechanical and clinical studies on lumbar spine fusion surgery: a review. | [2024] Analgesic Effects of Preoperative Combination of Oral Pregabalin and Intravenous Magnesium Sulfate on Postoperative Pain in Patients Undergoing Posterolateral Spinal Fusion Surgery: A 4-arm, Randomized, Double-blind, Placebo-controlled Trial.",1.3,142.5,China,42.1,4.5,7.6,101528275,14.0,19.5,0.126,5.5,0.83,157,,,
a network meta,3,2019,2025,0.254,0.178,227,"gamma (lift 26.7, wsp. 4); of choice (lift 7.3, wsp. 4); on the basis (lift 4.3, wsp. 4); the basis of (lift 4.1, wsp. 4); total hip replacement (lift 3.3, wsp. 4)",[2018] Comparison of treatment strategies for femoro-popliteal disease: A network meta-analysis. | [2018] Fixation method for treatment of unstable distal clavicle fracture: systematic review and network meta-analysis. | [2018] The Efficacy of Tranexamic Acid in Total Knee Arthroplasty: A Network Meta-Analysis.,[2023] Comparative efficacy of the different cutting guides in unicompartmental knee arthroplasty: A systematic-review and network meta-analysis. | [2023] Femoral Nerve Block and Local Instillation Analgesia Associated With More Reliable Efficacy in Regional Anesthesia Interventions Within 24 Hours Following Anterior Cruciate Ligament Reconstruction: A Network Meta-analysis. | [2023] Optimal surgical treatment for periprosthetic distal femoral fractures after total knee arthroplasty: a Bayesian-based network analysis.,1.7,148.1,China,55.6,3.0,5.1,101265112,10.7,29.6,0.106,6.6,1.0,178,,,
erector spinae,2,2022,2024,0.27,0.178,203,"fentanyl (lift 100.1, wsp. 11); a bilateral (lift 19.5, wsp. 4); infusion (lift 15.2, wsp. 5); of background data (lift 3.0, wsp. 5)",[2021] Ultrasound-Guided Erector Spinae Plane Block Reduces Perioperative Opioid Consumption in Lumbar Spinal Fusion. | [2021] Erector Spinae Plane Catheters: A Novel Intervention in Total Hip Arthroplasty. | [2021] Cervical erector spinae plane block as a perioperative analgesia method for shoulder arthroscopy: a case series.,[2023] Erector Spinae Plane Block for Scapulothoracic Arthrodesis for Facioscapulohumeral Dystrophy Patients: A Case Series. | [2023] Development and validation of a nomogram to predict the risk of surgical site infection within 1 month after transforaminal lumbar interbody fusion. | [2023] The role of dexmedetomidine as an adjuvant for high-thoracic erector spinae plane block for analgesia in shoulder arthroscopy; a randomized controlled study.,2.6,102.9,China,35.2,5.5,10.3,9301980,16.2,21.6,0.387,1.8,0.82,117,,,
local infiltration,2,2013,2020,0.315,0.174,431,"30 mg (lift 120.5, wsp. 9); epidural analgesia (lift 95.0, wsp. 11); continuous infusion (lift 53.8, wsp. 5); intrathecal (lift 49.4, wsp. 7); bolus (lift 40.6, wsp. 6)","[2012] Periarticular infiltration in total hip replacement: effect on heterotopic ossification, analgesic requirements and outcome. | [2012] Periarticular local anesthesia does not improve pain or mobility after THA. | [2012] Local infiltration analgesia with levobupivacaine compared with intrathecal morphine in total hip arthroplasty patients.","[2023] Is Local Infiltration Analgesia the Preferred Analgesic Approach for Total Knee Arthroplasty?: Commentary on an article by Caroline Pic, MD, et al.: ""No Benefit of Adductor Canal Block Compared with Anterior Local Infiltration Analgesia in Primary Total Knee Arthroplasty. A Single-Blinded Randomized Controlled Clinical Trial"". | [2023] Addition of Infiltration Between the Popliteal Artery and the Capsule of the Posterior Knee (IPACK) to Local Infiltration Analgesia for Total Knee Arthroplasty: A Prospective Randomized Controlled Trial. | [2023] Repeat dose steroid in high pain responder",0.8,328.2,China,28.1,8.2,9.6,8703515,7.5,45.0,0.08,8.6,0.47,386,,,
medial open wedge,3,2019,2024,0.223,0.173,257,"of the mechanical (lift 31.2, wsp. 4); therapeutic case series (lift 23.3, wsp. 4); the patellar (lift 14.3, wsp. 5); osteoarthritis of the (lift 11.9, wsp. 7); osteotomy of the (lift 8.3, wsp. 4)",[2018] Ten-Year Results of Medial Open-Wedge High Tibial Osteotomy and Chondral Resurfacing in Severe Medial Osteoarthritis and Varus Malalignment. | [2018] Ankle and Hindfoot Symptoms after Medial Open Wedge High Tibial Osteotomy. | [2018] The correlation of sagittal osteotomy inclination and the anteroposterior translation in medial open-wedge high tibial osteotomy-one of the causes affecting the patellofemoral joint?,[2023] Allogeneic Umbilical Cord-Blood-Derived Mesenchymal Stem Cells and Hyaluronate Composite Combined with High Tibial Osteotomy for Medial Knee Osteoarthritis with Full-Thickness Cartilage Defects. | [2023] Higher Association of Pelvis-Knee-Ankle Angle Compared With Hip-Knee-Ankle Angle With Knee Adduction Moment and Patient-Reported Outcomes After High Tibial Osteotomy. | [2023] Hybrid Lateral Closed-Wedge High Tibial Osteotomy Showed Similar Accuracy in Angular Correction and Reduction of Posterior Tibial Slope Compared to Opening-Wedge High Tibial Osteotomy: A Correction Angle Matched C,3.4,122.1,South Korea,32.3,5.3,4.0,9314730,14.9,17.8,0.06,11.5,0.66,174,,,
